datetime,temperature,humidity,pressure,wind_speed,wind_direction,rides,date,hour,month,day,year,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2015-10-26 14:00:00,6.1299999999999955,61.0,1030.0,4.0,350.0,37,2015-10-26,14,10,26,2015,-0.6310879443260528,-0.7757112907044198,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 15:00:00,9.680000000000007,62.0,1032.0,2.0,20.0,36,2015-10-26,15,10,26,2015,-0.816969893010442,-0.5766803221148672,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 16:00:00,10.990000000000009,58.0,1031.0,2.0,70.0,34,2015-10-26,16,10,26,2015,-0.9422609221188204,-0.3348796121709864,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 17:00:00,11.910000000000025,76.0,1030.0,4.0,10.0,36,2015-10-26,17,10,26,2015,-0.9976687691905393,-0.06824241336467046,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 18:00:00,13.760000000000048,44.0,1030.0,1.0,0.0,31,2015-10-26,18,10,26,2015,-0.979084087682323,0.2034560130526333,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 19:00:00,14.54000000000002,36.0,1030.0,2.0,0.0,28,2015-10-26,19,10,26,2015,-0.8878852184023756,0.4600650377311516,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 20:00:00,14.460000000000036,71.0,1029.0,4.0,40.0,32,2015-10-26,20,10,26,2015,-0.730835964278124,0.6825531432186541,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 21:00:00,14.620000000000005,30.0,1030.0,3.0,30.0,27,2015-10-26,21,10,26,2015,-0.5195839500354336,0.8544194045464886,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 22:00:00,14.620000000000005,43.0,1030.0,1.0,40.0,29,2015-10-26,22,10,26,2015,-0.2697967711570252,0.962917287347799,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-26 23:00:00,9.990000000000009,44.0,1031.0,2.0,70.0,32,2015-10-26,23,10,26,2015,-2.4492935982947064e-16,1.0,0.4327755925504312,0.901501684131884,-0.8660254037844386,0.5000000000000001
2015-10-27 00:00:00,9.990000000000009,57.0,1031.0,2.0,41.0,37,2015-10-27,0,10,27,2015,0.0,1.0,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 01:00:00,7.850000000000023,86.0,1032.0,2.0,41.0,42,2015-10-27,1,10,27,2015,0.2697967711570243,0.9629172873477994,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 02:00:00,6.150000000000034,100.0,1032.0,2.0,20.0,45,2015-10-27,2,10,27,2015,0.5195839500354336,0.8544194045464886,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 03:00:00,5.939999999999998,100.0,1033.0,1.0,77.0,45,2015-10-27,3,10,27,2015,0.730835964278124,0.6825531432186541,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 04:00:00,5.3799999999999955,87.0,1026.0,1.0,40.0,44,2015-10-27,4,10,27,2015,0.8878852184023752,0.4600650377311522,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 05:00:00,4.850000000000023,87.0,1026.0,1.0,60.0,44,2015-10-27,5,10,27,2015,0.9790840876823229,0.20345601305263375,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 06:00:00,4.0,70.0,1033.0,2.0,10.0,42,2015-10-27,6,10,27,2015,0.9976687691905392,-0.06824241336467088,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 07:00:00,3.7700000000000387,70.0,1033.0,2.0,20.0,42,2015-10-27,7,10,27,2015,0.9422609221188205,-0.33487961217098616,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 08:00:00,3.7100000000000364,92.0,1033.0,2.0,64.0,44,2015-10-27,8,10,27,2015,0.8169698930104421,-0.5766803221148671,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 09:00:00,3.5200000000000387,66.0,1024.0,2.0,80.0,41,2015-10-27,9,10,27,2015,0.631087944326053,-0.7757112907044197,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 10:00:00,3.480000000000018,92.0,1034.0,2.0,64.0,44,2015-10-27,10,10,27,2015,0.3984010898462414,-0.917211301505453,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
2015-10-27 11:00:00,3.590000000000032,100.0,1034.0,2.0,64.0,45,2015-10-27,11,10,27,2015,0.1361666490962471,-0.9906859460363306,0.4482293417404106,0.893918596519257,-0.8660254037844386,0.5000000000000001
